"Date","Debit"
"2022-02-08T12:00:00Z","3.004"
"2022-02-09T12:00:00Z","2.986"
"2022-02-10T12:00:00Z","2.707"
"2022-02-11T12:00:00Z","2.674"
"2022-02-12T12:00:00Z","2.771"
"2022-02-13T12:00:00Z","2.959"
"2022-02-14T12:00:00Z","3.408"
"2022-02-15T12:00:00Z","3.028"
"2022-02-16T12:00:00Z","3.163"
"2022-02-17T12:00:00Z","3.317"
"2022-02-18T12:00:00Z","3.039"
"2022-02-19T12:00:00Z","3.054"
"2022-02-20T12:00:00Z","3.450"
"2022-02-21T12:00:00Z","3.358"
"2022-02-22T12:00:00Z","3.103"
"2022-02-23T12:00:00Z","3.170"
"2022-02-24T12:00:00Z","3.322"
"2022-02-25T12:00:00Z","3.411"
"2022-02-26T12:00:00Z","3.668"
"2022-02-27T12:00:00Z","3.517"
"2022-02-28T12:00:00Z","3.166"
"2022-03-01T12:00:00Z","3.242"
"2022-03-02T12:00:00Z","3.543"
"2022-03-03T12:00:00Z","3.528"
"2022-03-04T12:00:00Z","3.307"
"2022-03-05T12:00:00Z","3.808"
"2022-03-06T12:00:00Z","3.008"
"2022-03-07T12:00:00Z","3.679"
"2022-03-08T12:00:00Z","3.234"
"2022-03-09T12:00:00Z","3.865"
"2022-03-10T12:00:00Z","3.603"
"2022-03-11T12:00:00Z","3.881"
"2022-03-12T12:00:00Z","3.620"
"2022-03-13T12:00:00Z","4.072"
"2022-03-14T12:00:00Z","3.298"
"2022-03-15T12:00:00Z","4.007"
"2022-03-16T12:00:00Z","3.657"
"2022-03-17T12:00:00Z","3.925"
"2022-03-18T12:00:00Z","3.957"
"2022-03-19T12:00:00Z","3.526"
"2022-03-20T12:00:00Z","4.144"
"2022-03-21T12:00:00Z","4.013"
"2022-03-22T12:00:00Z","3.964"
"2022-03-23T12:00:00Z","4.051"
"2022-03-24T12:00:00Z","4.005"
"2022-03-25T12:00:00Z","4.201"
"2022-03-26T12:00:00Z","3.893"
"2022-03-27T12:00:00Z","4.238"
"2022-03-28T12:00:00Z","4.189"
"2022-03-29T12:00:00Z","4.020"
"2022-03-30T12:00:00Z","4.541"
"2022-03-31T12:00:00Z","4.209"
"2022-04-01T12:00:00Z","4.160"
"2022-04-02T12:00:00Z","4.270"
"2022-04-03T12:00:00Z","4.115"
"2022-04-04T12:00:00Z","4.456"
"2022-04-05T12:00:00Z","4.164"
"2022-04-06T12:00:00Z","4.387"
"2022-04-07T12:00:00Z","3.928"
"2022-04-08T12:00:00Z","3.759"
"2022-04-09T12:00:00Z","4.320"
"2022-04-10T12:00:00Z","4.135"
"2022-04-11T12:00:00Z","4.194"
"2022-04-12T12:00:00Z","3.667"
"2022-04-13T12:00:00Z","4.687"
"2022-04-14T12:00:00Z","4.297"
"2022-04-15T12:00:00Z","4.614"
"2022-04-16T12:00:00Z","3.940"
"2022-04-17T12:00:00Z","4.321"
"2022-04-18T12:00:00Z","4.405"
"2022-04-19T12:00:00Z","4.344"
"2022-04-20T12:00:00Z","4.375"
"2022-04-21T12:00:00Z","3.975"
"2022-04-22T12:00:00Z","4.406"
"2022-04-23T12:00:00Z","4.121"
"2022-04-24T12:00:00Z","4.182"
"2022-04-25T12:00:00Z","4.344"
"2022-04-26T12:00:00Z","4.255"
"2022-04-27T12:00:00Z","4.272"
"2022-04-28T12:00:00Z","4.628"
"2022-04-29T12:00:00Z","4.310"
"2022-04-30T12:00:00Z","4.250"
"2022-05-01T12:00:00Z","4.319"
"2022-05-02T12:00:00Z","4.072"
"2022-05-03T12:00:00Z","4.390"
"2022-05-04T12:00:00Z","4.528"
"2022-05-05T12:00:00Z","4.425"
"2022-05-06T12:00:00Z","4.353"
"2022-05-07T12:00:00Z","4.492"
"2022-05-08T12:00:00Z","4.199"
"2022-05-09T12:00:00Z","4.344"
"2022-05-10T12:00:00Z","4.679"
"2022-05-11T12:00:00Z","4.251"
"2022-05-12T12:00:00Z","4.471"
"2022-05-13T12:00:00Z","4.472"
"2022-05-14T12:00:00Z","4.117"
"2022-05-15T12:00:00Z","4.472"
"2022-05-16T12:00:00Z","4.141"
"2022-05-17T12:00:00Z","4.392"
"2022-05-18T12:00:00Z","4.120"
"2022-05-19T12:00:00Z","4.337"
"2022-05-20T12:00:00Z","4.289"
"2022-05-21T12:00:00Z","4.275"
"2022-05-22T12:00:00Z","4.304"
"2022-05-23T12:00:00Z","4.093"
"2022-05-24T12:00:00Z","3.922"
"2022-05-25T12:00:00Z","4.222"
"2022-05-26T12:00:00Z","4.465"
"2022-05-27T12:00:00Z","4.322"
"2022-05-28T12:00:00Z","4.274"
"2022-05-29T12:00:00Z","4.021"
"2022-05-30T12:00:00Z","4.181"
"2022-05-31T12:00:00Z","3.911"
"2022-06-01T12:00:00Z","4.168"
"2022-06-02T12:00:00Z","4.347"
"2022-06-03T12:00:00Z","3.787"
"2022-06-04T12:00:00Z","4.657"
"2022-06-05T12:00:00Z","3.874"
"2022-06-06T12:00:00Z","4.662"
"2022-06-07T12:00:00Z","3.962"
"2022-06-08T12:00:00Z","3.941"
"2022-06-09T12:00:00Z","4.035"
"2022-06-10T12:00:00Z","4.005"
"2022-06-11T12:00:00Z","3.944"
"2022-06-12T12:00:00Z","3.982"
"2022-06-13T12:00:00Z","4.077"
"2022-06-14T12:00:00Z","3.809"
"2022-06-15T12:00:00Z","4.222"
"2022-06-16T12:00:00Z","4.343"
"2022-06-17T12:00:00Z","3.482"
"2022-06-18T12:00:00Z","4.409"
"2022-06-19T12:00:00Z","4.116"
"2022-06-20T12:00:00Z","3.964"
"2022-06-21T12:00:00Z","3.732"
"2022-06-22T12:00:00Z","3.893"
"2022-06-23T12:00:00Z","4.052"
"2022-06-24T12:00:00Z","4.455"
"2022-06-25T12:00:00Z","4.326"
"2022-06-26T12:00:00Z","3.371"
"2022-06-27T12:00:00Z","3.675"
"2022-06-28T12:00:00Z","3.721"
"2022-06-29T12:00:00Z","4.011"
"2022-06-30T12:00:00Z","3.628"
"2022-07-01T12:00:00Z","3.433"
"2022-07-02T12:00:00Z","3.609"
"2022-07-03T12:00:00Z","3.472"
"2022-07-04T12:00:00Z","3.787"
"2022-07-05T12:00:00Z","4.110"
"2022-07-06T12:00:00Z","3.713"
"2022-07-07T12:00:00Z","3.695"
"2022-07-08T12:00:00Z","3.737"
"2022-07-09T12:00:00Z","3.514"
"2022-07-10T12:00:00Z","3.271"
"2022-07-11T12:00:00Z","3.267"
"2022-07-12T12:00:00Z","3.587"
"2022-07-13T12:00:00Z","3.356"
"2022-07-14T12:00:00Z","3.009"
"2022-07-15T12:00:00Z","3.552"
"2022-07-16T12:00:00Z","3.001"
"2022-07-17T12:00:00Z","2.883"
"2022-07-18T12:00:00Z","2.915"
"2022-07-19T12:00:00Z","3.181"
"2022-07-20T12:00:00Z","3.317"
"2022-07-21T12:00:00Z","3.107"
"2022-07-22T12:00:00Z","2.874"
"2022-07-23T12:00:00Z","2.780"
"2022-07-24T12:00:00Z","3.145"
"2022-07-25T12:00:00Z","2.898"
"2022-07-26T12:00:00Z","2.975"
"2022-07-27T12:00:00Z","2.824"
"2022-07-28T12:00:00Z","2.903"
"2022-07-29T12:00:00Z","2.895"
"2022-07-30T12:00:00Z","3.373"
"2022-07-31T12:00:00Z","2.836"
"2022-08-01T12:00:00Z","2.608"
"2022-08-02T12:00:00Z","2.717"
"2022-08-03T12:00:00Z","2.405"
"2022-08-04T12:00:00Z","2.372"
"2022-08-05T12:00:00Z","2.893"
"2022-08-06T12:00:00Z","2.626"
"2022-08-07T12:00:00Z","2.799"
"2022-08-08T12:00:00Z","2.082"
"2022-08-09T12:00:00Z","2.214"
"2022-08-10T12:00:00Z","2.502"
"2022-08-11T12:00:00Z","2.190"
"2022-08-12T12:00:00Z","2.010"
"2022-08-13T12:00:00Z","2.066"
"2022-08-14T12:00:00Z","2.225"
"2022-08-15T12:00:00Z","2.379"
"2022-08-16T12:00:00Z","2.674"
"2022-08-17T12:00:00Z","1.952"
"2022-08-18T12:00:00Z","1.936"
"2022-08-19T12:00:00Z","1.794"
"2022-08-20T12:00:00Z","2.270"
"2022-08-21T12:00:00Z","2.129"
"2022-08-22T12:00:00Z","1.828"
"2022-08-23T12:00:00Z","1.832"
"2022-08-24T12:00:00Z","1.981"
"2022-08-25T12:00:00Z","1.966"
"2022-08-26T12:00:00Z","1.695"
"2022-08-27T12:00:00Z","1.971"
"2022-08-28T12:00:00Z","1.555"
"2022-08-29T12:00:00Z","1.884"
"2022-08-30T12:00:00Z","1.800"
"2022-08-31T12:00:00Z","1.918"
"2022-09-01T12:00:00Z","2.094"
"2022-09-02T12:00:00Z","1.672"
"2022-09-03T12:00:00Z","1.739"
"2022-09-04T12:00:00Z","1.218"
"2022-09-05T12:00:00Z","2.180"
"2022-09-06T12:00:00Z","1.197"
"2022-09-07T12:00:00Z","1.616"
"2022-09-08T12:00:00Z","0.975"
"2022-09-09T12:00:00Z","1.382"
"2022-09-10T12:00:00Z","1.998"
"2022-09-11T12:00:00Z","1.827"
"2022-09-12T12:00:00Z","1.764"
"2022-09-13T12:00:00Z","1.446"
"2022-09-14T12:00:00Z","1.885"
"2022-09-15T12:00:00Z","1.514"
"2022-09-16T12:00:00Z","1.601"
"2022-09-17T12:00:00Z","2.069"
"2022-09-18T12:00:00Z","1.658"
"2022-09-19T12:00:00Z","1.349"
"2022-09-20T12:00:00Z","1.473"
"2022-09-21T12:00:00Z","1.676"
"2022-09-22T12:00:00Z","1.461"
"2022-09-23T12:00:00Z","1.483"
"2022-09-24T12:00:00Z","1.590"
"2022-09-25T12:00:00Z","1.883"
"2022-09-26T12:00:00Z","0.999"
"2022-09-27T12:00:00Z","1.391"
"2022-09-28T12:00:00Z","1.313"
"2022-09-29T12:00:00Z","1.086"
"2022-09-30T12:00:00Z","1.004"
"2022-10-01T12:00:00Z","1.394"
"2022-10-02T12:00:00Z","0.710"
"2022-10-03T12:00:00Z","0.599"
"2022-10-04T12:00:00Z","0.797"
"2022-10-05T12:00:00Z","0.478"
"2022-10-06T12:00:00Z","0.699"
"2022-10-07T12:00:00Z","0.635"
"2022-10-08T12:00:00Z","0.908"
"2022-10-09T12:00:00Z","1.236"
"2022-10-10T12:00:00Z","0.716"
"2022-10-11T12:00:00Z","1.069"
"2022-10-12T12:00:00Z","1.031"
"2022-10-13T12:00:00Z","0.278"
"2022-10-14T12:00:00Z","0.686"
"2022-10-15T12:00:00Z","0.722"
"2022-10-16T12:00:00Z","0.903"
"2022-10-17T12:00:00Z","0.943"
"2022-10-18T12:00:00Z","0.876"
"2022-10-19T12:00:00Z","0.563"
"2022-10-20T12:00:00Z","0.622"
"2022-10-21T12:00:00Z","0.399"
"2022-10-22T12:00:00Z","0.787"
"2022-10-23T12:00:00Z","0.674"
"2022-10-24T12:00:00Z","0.895"
"2022-10-25T12:00:00Z","0.933"
"2022-10-26T12:00:00Z","0.673"
"2022-10-27T12:00:00Z","0.824"
